epoch,train_loss,train_acc,val_loss,val_acc,time
1,1.1075894755701865,0.34205822267620023,1.1035690754652023,0.3403113258185722,5.379837989807129
2,1.0953510192132765,0.36223186925434114,1.0969711691141129,0.3494363929146538,4.976763963699341
3,1.0930522795646422,0.3767875383043922,1.0964665710926056,0.357487922705314,4.8562469482421875
