timestamp,m5_price_momentum_3,m5_price_momentum_6,m5_price_acceleration,m5_volatility_3,m5_volatility_6,m5_max_move_3,m5_avg_range_3,m5_avg_range_6,m5_range_expansion,m5_trend_consistency,m5_volume_trend,m5_volume_avg,m5_spread_avg,m5_spread_volatility,m5_spread_trend,m5_resistance_distance,m5_support_distance,m15_momentum_4h,m15_momentum_2h,m15_momentum_1h,m15_trend_slope,m15_vol_regime,m15_avg_range,m15_range_volatility,m15_current_range_percentile,m15_price_vs_sma20,m15_price_vs_sma50,m15_sma20_vs_sma50,momentum_confluence,momentum_divergence,vol_m5_vs_m15,vol_regime_alignment,price_level_diff,price_level_alignment,trend_strength_ratio,session_asia,session_london,session_newyork,session_overlap,session_transition,session_vol_anomaly,hour_sin,hour_cos,day_of_week_sin,day_of_week_cos,is_weekend,current_open,current_high,current_low,current_close,current_volume,current_spread,target_direction_1,target_direction_3,target_direction_5,target_price_1,target_return_1
2023-11-08 04:15:00+00:00,0.0699999999999363,0.1100000000001273,0.0299999999997453,1.835546081475012e-05,2.6115820010616487e-05,3.136016892679727e-05,0.0,0.0,1,0.7272727272727273,,0.0,0.0003,0.0,0,5.2265035997496e-06,4.703853239786524e-05,0,0,0.0,0.0,1.0,0.9900000000000092,0.4525483399593004,-0.7071067811865476,0,0,0,0,1,1.0,1,0.0002979994824219,1,0.1227704320185634,1,0,0,0,0,1.25,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0,1913.325,1913.325,1913.325,1913.325,0,0.0003,1,0,0,1912.915,8.364897752177747e-05
2023-11-08 04:30:00+00:00,-0.0399999999999636,-0.0199999999999818,-0.0599999999999454,7.985819287465238e-06,1.222359834935172e-05,1.5683855300707705e-05,0.0,0.0,1,0.2727272727272727,,0.0,0.0003,0.0,0,2.091224438046881e-05,0.0,0,0,0.0,0.0,1.0,0.9266666666666576,0.3382799629497726,-0.3744433030031706,0,0,0,0,1,0.0416413908853011,0,8.36419809556904e-05,1,0.2500209122443804,1,0,0,0,0,1.25,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0,1912.755,1912.755,1912.755,1912.755,0,0.0003,0,0,0,1912.545,-0.00019342208096018165
2023-11-08 04:45:00+00:00,0.0099999999999909,0.0,0.0199999999999818,3.0181857917384022e-06,3.3062482398092624e-06,5.22765113797341e-06,0.0,0.0,1,0.1818181818181818,,0.0,0.0003,0.0,0,0.0,5.22762380973065e-06,0,0,0.0,0.0,1.0,0.9399999999999976,0.2774887385101928,0.1441499940313836,0,0,0,0,1,0.0488857185542021,0,0.0001934595002992,1,0.0270217994032006,1,0,0,0,0,1.25,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0,1912.915,1912.915,1912.915,1912.915,0,0.0003,0,1,1,1911.845,-0.0003660044600257706
2023-11-08 05:00:00+00:00,-0.099999999999909,-0.0699999999999363,-0.1299999999998817,3.0185960760571093e-05,2.35001609389633e-05,5.22836177125896e-05,0.0,0.0,1,0.3636363636363636,,0.0,0.0003,0.0,0,5.228635143220633e-05,0.0,0,0,-1.4800000000000182,0.0,1.0,1.1008000000000266,0.4324733517802339,1.4872592666171125,0,0,0,1,0,0.1370622329039287,0,0.0003661384683381,1,0.1428048565055714,1,0,0,0,0,1.25,0.9659258262890684,0.2588190451025207,0.9749279121818236,-0.2225209339563143,0,1912.545,1912.545,1912.545,1912.545,0,0.0003,1,1,1,1912.465,0.0003242940719565546
2023-11-08 05:15:00+00:00,0.0399999999999636,0.0199999999999818,0.0599999999999454,7.98997253263322e-06,1.0285392219515632e-05,1.5691976953613462e-05,0.0,0.0,1,0.6363636363636364,,0.0,0.0003,0.0,0,0.0,2.092219819073388e-05,0,0,-0.290000000000191,0.0,1.211915598294142,1.047333333333351,0.4083854388524356,-0.6546103457669445,0,0,0,1,0,0.0301874354308409,0,0.0003241889394053,1,0.0645370512304014,1,0,0,0,0,1.25,0.9659258262890684,0.2588190451025207,0.9749279121818236,-0.2225209339563143,0,1911.845,1911.845,1911.845,1911.845,0,0.0003,1,1,1,1912.605,7.320395405940872e-05
2023-11-08 05:30:00+00:00,0.0,0.0199999999999818,-0.0199999999999818,5.2288675319093925e-06,8.538783058546682e-06,5.228881202468116e-06,0.0,0.0,1,0.5454545454545454,,0.0,0.0003,0.0,0,0.0,2.09154154454924e-05,0,0,-0.3099999999999454,0.0,1.128827053013935,0.9448571428571476,0.4609683389603377,-1.333838120518128,0,0,0,0,0,0.0400962072627025,0,7.319859563271039e-05,1,0.0,1,0,0,0,0,1.25,0.9659258262890684,0.2588190451025207,0.9749279121818236,-0.2225209339563143,0,1912.465,1912.465,1912.465,1912.465,0,0.0003,0,1,1,1912.315,-0.00015162566238191566
2023-11-08 05:45:00+00:00,0.0,0.0899999999999181,-0.0899999999999181,9.055953945625393e-06,1.2262111612243542e-05,1.0456942233227906e-05,0.0,0.0,1,0.6363636363636364,,0.0,0.0003,0.0,0,1.0456942233227355e-05,4.182776893290943e-05,0,0,-0.2300000000000182,-0.1174999999999706,1.0767752875966303,0.8880000000000052,0.4560676641527558,-0.8726775241550332,0,0,0,0,0,0.0508633873048873,0,0.0001516486562098,1,0.0,1,0,0,0,0,1.25,0.9659258262890684,0.2588190451025207,0.9749279121818236,-0.2225209339563143,0,1912.605,1912.605,1912.605,1912.605,0,0.0003,1,1,1,1912.595,0.00014641939220272349
2023-11-08 06:00:00+00:00,-0.0399999999999636,-0.0199999999999818,-0.0599999999999454,3.0191090880092034e-06,7.872787322453652e-06,1.0458418634784472e-05,0.0,0.0,1,0.6363636363636364,,0.0,0.0003,0.0,0,2.6146320036162725e-05,0.0,0,0,0.75,-0.0395238095237567,0.7159617601086854,0.8379999999999939,0.4239919136695704,0.1698145593785366,0,0,0,0,1,0.044236933730158,0,0.0001463979567027,1,0.1428780599130557,1,0,0,0,0,1.25,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,1912.315,1912.315,1912.315,1912.315,0,0.0003,1,1,1,1913.265,0.00035030939639613123
2023-11-08 06:15:00+00:00,0.0,-0.0199999999999818,0.0199999999999818,0.0,4.269006469836669e-06,0.0,0.0,0.0,1,0.0,,0.0,0.0003,0.0,0,1.0456996907333654e-05,0.0,0,0,0.8000000000001819,0.0505952380954539,0.8255931272232587,0.8567499999999768,0.4187859153042151,-0.0877536675829808,0,0,0,0,0,0.0271731206676933,0,0.0003501867226965,1,0.0,1,0,0,0,0,1.25,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,1912.595,1912.595,1912.595,1912.595,0,0.0003,1,1,1,1913.985,0.00037632006021115494
2023-11-08 06:30:00+00:00,0.0099999999999909,0.0099999999999909,0.0099999999999909,3.017633661974457e-06,3.934504457729752e-06,5.226694821169886e-06,0.0,0.0,1,0.2727272727272727,,0.0,0.0003,0.0,0,0.0,5.2266675029287135e-06,0,0,1.3799999999998818,0.2057142857144321,1.0331229893169187,0.8842499999999802,0.4217398487219888,0.3218808950858425,0,0,0,1,0,0.0175842856139258,0,0.0003761784966965,1,0.013894115556383,1,0,0,0,0,1.2499999999999998,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,1913.265,1913.265,1913.265,1913.265,0,0.0003,1,1,1,1914.605,0.00032393148326659293
2023-11-08 06:45:00+00:00,-0.0200000000002091,-0.0500000000001819,0.0099999999997635,7.980848237518909e-06,1.598967891085982e-05,1.044934809124598e-05,0.0,0.0,1,0.4545454545454545,,0.0,0.0003,0.0,0,4.702231208716136e-05,5.224701343004729e-06,0,0,2.289999999999964,0.3473809523809342,0.553489902343247,0.9067499999999882,0.4322485230909856,0.5858897982788159,0,0,0,0,1,0.0695074517631856,0,0.0003238265856404,1,0.0322685139191464,1,0,0,0,0,1.2499999999999998,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,1913.985,1913.985,1913.985,1913.985,0,0.0003,0,1,1,1914.585,-1.04460188916633e-05
2023-11-08 07:00:00+00:00,0.0099999999999909,-0.0199999999999818,0.0399999999999636,6.031027569151704e-06,1.0270470791575797e-05,5.223036725787722e-06,0.0,0.0,1,0.4545454545454545,,0.0,0.0003,0.0,0,0.0,1.5669028337423498e-05,0,0,1.990000000000009,0.3633333333334312,0.985666339801126,0.8349999999999795,0.3011881234615776,1.1122616527833609,0,0,0,0,1,0.0546919480278773,0,1.0446128012066225e-05,1,0.4999947769905541,1,0,0,0,0,1.25,0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0,1914.605,1914.605,1914.605,1914.605,0,0.0003,0,1,0,1914.515,-3.656144804220496e-05
2023-11-08 07:15:00+00:00,-0.002999999999929,-0.002999999999929,-0.002999999999929,5.300818685514872e-06,5.934521828400581e-06,5.223064005965838e-06,0.0,0.0,1,0.3636363636363636,,0.0,0.0003,0.0,0,1.0446128012066225e-05,0.0,0,0,1.25,0.3746428571430308,1.1625594748761916,0.871249999999975,0.3109174212828239,0.6392372584975538,0,0,0,1,0,0.0216023272268077,0,3.656278483058965e-05,1,0.0428555759369666,1,0,0,0,0,1.25,0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0,1914.585,1914.585,1914.585,1914.585,0,0.0003,1,1,0,1914.905,0.0002037069440563588
2023-11-08 07:30:00+00:00,0.0400000000001909,0.1100000000001273,-0.0299999999997453,1.3145122057566105e-05,1.013751582017511e-05,2.089345643074836e-05,0.0,0.0,1,0.4545454545454545,,0.0,0.0003,0.0,0,5.22325497579852e-06,4.700929478230545e-05,0,0,0.9200000000000728,0.3846428571427985,1.025514457161112,0.9849999999999852,0.2438383539502236,1.0457747760718508,0,0,0,1,0,0.1008243388277694,0,0.0002036654559886,1,0.102584995584529,1,0,0,0,0,1.25,0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0,1914.515,1914.515,1914.515,1914.515,0,0.0003,1,0,0,1915.458,0.0002887871722097035
2023-11-08 07:45:00+00:00,-0.0399999999999636,-0.0399999999999636,-0.0399999999999636,3.0150256101779844e-06,7.134717096499376e-06,1.044427327434594e-05,0.0,0.0,1,0.5454545454545454,,0.0,0.0003,0.0,0,3.1333147075152776e-05,0.0,0,0,0.8530000000000655,0.3548928571429731,0.874060735833974,1.0121249999999975,0.186153882197357,-1.6391009223025608,0,0,0,0,1,0.0685770484735626,0,0.0002887037982561,1,0.0723536193252151,1,0,0,0,0,1.25,0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0,1914.905,1914.905,1914.905,1914.905,0,0.0003,1,0,0,1915.555,5.064063007376163e-05
2023-11-08 08:00:00+00:00,0.0,-0.0269999999998162,0.0269999999998162,0.0,4.225150050058256e-06,0.0,0.0,0.0,1,0.1818181818181818,,0.0,0.0003,0.0,0,3.654478458851341e-06,0.0,0,0,0.9700000000000272,0.2883928571429558,0.842323868102849,0.9721250000000056,0.2383073870325812,-1.603496243898824,0,0,0,0,0,0.0615621674811356,0,5.063806573028704e-05,1,0.0,0,1,0,0,1,0.8333333333333334,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,0,1915.458,1915.458,1915.458,1915.458,0,0.0003,0,0,0,1914.185,-0.0007151974232011415
2023-11-08 08:15:00+00:00,0.0499999999999545,-0.0099999999999909,0.1099999999998999,1.833365956113501e-05,1.5977269247358736e-05,2.610250453538576e-05,0.0,0.0,1,0.3636363636363636,,0.0,0.0003,0.0,0,1.04408382948972e-05,2.6102095737243005e-05,0,0,-0.3300000000001546,0.1090357142858145,1.954820027073556,1.083375000000018,0.3422275506568437,1.831018568777778,0,0,0,0,1,0.0381444226044068,0,0.0007157092966458,1,0.0364702482691899,0,1,0,0,1,0.8333333333333334,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,0,1915.555,1915.555,1915.555,1915.555,0,0.0003,1,1,0,1914.345,8.358648719952733e-05
